seed_key,seed_label,source_system,source_id,doi,pmid,pmcid,title,journal,year,url,curation_decision,information_type,relation_scope,review_decision,review_theme,publish_scope,recommended_action,review_rationale,matched_technical_terms,matched_clinical_terms,matched_geo,query,fetched_at,curated_at,reviewed_at
f18_fdg,F-18 FDG / Fludeoxyglucose,EuropePMC,MED41681923,10.3390/cancers18030449,41681923,PMC12896426,Prognostic Value of Qualitative Splenic [&lt;sup&gt;18&lt;/sup&gt;F]FDG Uptake on Baseline PET/CT in Newly Diagnosed Diffuse Large B-Cell Lymphoma.,,2026,https://europepmc.org/article/MED/41681923,descartar_ruido,paper_clinico_pet_spect,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,pet/ct; pet; fdg; fluorodeoxyglucose; imaging; staging,,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
f18_fdg,F-18 FDG / Fludeoxyglucose,PubMed,36705233,10.1097/MNM.0000000000001664,36705233,PMC8377611,Prognostic parameters on baseline and interim [ 18 F]FDG-PET/computed tomography in diffuse large B-cell lymphoma patients.,Nuclear medicine communications,2023,https://pubmed.ncbi.nlm.nih.gov/36705233/,descartar_ruido,paper_clinico_pet_spect,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,pet/ct; pet; fdg; imaging,,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
f18_fdg,F-18 FDG / Fludeoxyglucose,EuropePMC,MED40846802,10.1007/s00277-025-06562-0,40846802,PMC12552394,Prognostic value of baseline body composition parameters from &lt;sup&gt;18&lt;/sup&gt;F-FDG PET/CT in angioimmunoblastic T-cell lymphoma patients.,,2025,https://europepmc.org/article/MED/40846802,descartar_ruido,paper_clinico_pet_spect,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,pet/ct; pet; fdg,,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
f18_fdg,F-18 FDG / Fludeoxyglucose,EuropePMC,MED41236467,10.1016/j.jaccas.2025.106054,41236467,PMC12833663,Reversible Biventricular Dysfunction Due to Right Ventricular Pacing in a Patient With Prior Cancer Treatment.,,2026,https://europepmc.org/article/MED/41236467,descartar_ruido,otro_revisar,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,,,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
f18_fdg,F-18 FDG / Fludeoxyglucose,PubMed,35676058,10.1016/j.rxeng.2020.10.003,35676058,,Sciatic and median nerve neurolymphomatosis as initial presentation of B-cell lymphoma.,Radiologia,2022,https://pubmed.ncbi.nlm.nih.gov/35676058/,descartar_ruido,paper_clinico_pet_spect,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,pet/ct; pet; fdg,,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
f18_fdg,F-18 FDG / Fludeoxyglucose,EuropePMC,MED41861235,10.1097/md.0000000000048083,41861235,PMC13008224,Small- to medium-sized arteritis diagnosed by F-18 FDG PET/CT: A case report.,,2026,https://europepmc.org/article/MED/41861235,descartar_ruido,paper_clinico_pet_spect,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,pet/ct; pet; fdg; imaging,,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC8636152,,,PMC8636152,Abstracts From the Argentinian Society of Osteology and Mineral Metabolism (AAOMM) and Argentinian Society of Osteoporosis (SAO) 2020 Annual Meeting,,2021,https://europepmc.org/article/PMC/PMC8636152,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,ruido_biomedico_o_conferencia,no_publicar,Excluir del tablero; conservar evidencia de descarte.,"Registro generico, conferencia, biomedico no radiofarmaceutico o fisica no aplicable.",,,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC8089491,,,PMC8089491,Brain Metastases in a Patient With Papillary Thyroid Carcinoma. Clinical Case Report,,2021,https://europepmc.org/article/PMC/PMC8089491,descartar_ruido,paper_clinico_pet_spect,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,metastasis,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC8089971,,,PMC8089971,Calcitonin Non-Secreting Mixed Medullary-Papillary Thyroid Carcinoma: Report of a Rare Entity and Therapeutic Implications,,2021,https://europepmc.org/article/PMC/PMC8089971,descartar_ruido,otro_revisar,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED37533941,10.3332/ecancer.2023.1582,37533941,PMC10393301,Clinical validation and diagnostic accuracy of <sup>99m</sup>Tc-EDDA/HYNIC-TOC compared to <sup>111</sup>In-DTPA-octreotide in patients with neuroendocrine tumours: the LACOG 0214 study.,,2023,https://europepmc.org/article/MED/37533941,revisar_manual,paper_clinico_pet_spect,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,imaging; diagnostic,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED38370393,10.1093/ehjimp/qyae004,38370393,PMC10870993,Molecular magnetic resonance imaging of myeloperoxidase activity identifies culprit lesions and predicts future atherothrombosis.,,2024,https://europepmc.org/article/MED/38370393,revisar_manual,paper_clinico_pet_spect,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,imaging,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,MED41351593,10.1016/j.jaccas.2025.106224,41351593,PMC12926188,One-Stop Transcatheter Pulmonary and Tricuspid Valve Replacement for Carcinoid Heart Disease Treatment.,,2026,https://europepmc.org/article/MED/41351593,revisar_manual,paper_clinico_pet_spect,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,imaging,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC7207672,,,PMC7207672,SUN-345 Use of Anti-FGF23 Monoclonal Antibody in the Treatment of Children and Adolescents with X-Linked Hypophosphatemic Rickets,,2020,https://europepmc.org/article/PMC/PMC7207672,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ga68_dotatate,Ga-68 DOTATATE,EuropePMC,PMCPMC12545987,,,PMC12545987,SUN-760 Finding the Needle in a Haystack: The Hunt for a Phosphaturic Tumor,,2025,https://europepmc.org/article/PMC/PMC12545987,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""Ga-68 DOTATATE"" OR ""Gallium-68 DOTATATE"" OR ""68Ga-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
i131,I-131,PubMed,41469670,10.1073/pnas.2403460121,41469670,PMC11287275,,Journal of nanobiotechnology,2025,https://pubmed.ncbi.nlm.nih.gov/41469670/,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_titulo_o_metadata_insuficiente,no_publicar,Excluir del tablero; conservar solo auditoria.,Registro sin titulo suficiente para validar utilidad.,,,,"(""I-131"" OR ""Iodine-131"" OR radioiodine) AND (CCHEN OR Chile OR ""Latin America"" OR radioprotection)",2026-05-19,2026-05-19,2026-05-19
i131,I-131,PubMed,41787140,10.1007/s00268-015-3300-5,41787140,11318648,Changes in the frequency of postoperative,Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,2026,https://pubmed.ncbi.nlm.nih.gov/41787140/,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""I-131"" OR ""Iodine-131"" OR radioiodine) AND (CCHEN OR Chile OR ""Latin America"" OR radioprotection)",2026-05-19,2026-05-19,2026-05-19
i131,I-131,EuropePMC,MED41063907,10.7759/cureus.91784,41063907,PMC12503003,Papillary Thyroid Carcinoma and Its Hormonal Effects in Women Following Surgical Removal.,,2025,https://europepmc.org/article/MED/41063907,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""I-131"" OR ""Iodine-131"" OR radioiodine) AND (CCHEN OR Chile OR ""Latin America"" OR radioprotection)",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,PMCPMC5146753,,,PMC5146753,Abstracts,,2016,https://europepmc.org/article/PMC/PMC5146753,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,ruido_biomedico_o_conferencia,no_publicar,Excluir del tablero; conservar evidencia de descarte.,"Registro generico, conferencia, biomedico no radiofarmaceutico o fisica no aplicable.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,PMCPMC3198048,,,PMC3198048,Abstracts of Invited Lectures,,2011,https://europepmc.org/article/PMC/PMC3198048,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,ruido_biomedico_o_conferencia,no_publicar,Excluir del tablero; conservar evidencia de descarte.,"Registro generico, conferencia, biomedico no radiofarmaceutico o fisica no aplicable.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED29603868,10.1002/pbc.27057,29603868,PMC7167873,"American Society of Pediatric Hematology/Oncology (ASPHO), David L. Lawrence Convention Center, Pittsburgh, PA, May 2-5, 2018.",,2018,https://europepmc.org/article/MED/29603868,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED30961357,10.1177/1535370219839163,30961357,PMC6552400,Cancer drug development: The missing links.,,2019,https://europepmc.org/article/MED/30961357,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED32557274,10.1007/s40268-020-00311-6,32557274,PMC7419407,Cutaneous Adverse Events in Newly Approved FDA Non-cancer Drugs: A Systematic Review.,,2020,https://europepmc.org/article/MED/32557274,descartar_ruido,otro_revisar,ruido_probable,descartar_ruido,ruido_probable,no_publicar,Excluir del tablero principal.,Registro clínico genérico sin vínculo CCHEN/Chile/LatAm ni señal técnica prioritaria.,,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED40498965,10.1002/1878-0261.70070,40498965,PMC12155586,"EACR 2025 Congress: Innovative Cancer Science, 16-19 June 2025.",,2025,https://europepmc.org/article/MED/40498965,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,ruido_biomedico_o_conferencia,no_publicar,Excluir del tablero; conservar evidencia de descarte.,"Registro generico, conferencia, biomedico no radiofarmaceutico o fisica no aplicable.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED27650181,10.1007/s00259-016-3484-4,27650181,PMC7103113,EANM'16.,,2016,https://europepmc.org/article/MED/27650181,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,MED28894880,10.1007/s00259-017-3822-1,28894880,PMC7103094,EANM'17.,,2017,https://europepmc.org/article/MED/28894880,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,sin_senal_radiofarmacia_cchen,no_publicar,Excluir del tablero; revisar semilla si aparecen muchos casos similares.,"No muestra senal CCHEN, Chile/LatAm aplicable ni tema tecnico de radiofarmacia.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,PMCPMC6231292,,,PMC6231292,POSTER PRESENTATIONS,,2018,https://europepmc.org/article/PMC/PMC6231292,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,ruido_biomedico_o_conferencia,no_publicar,Excluir del tablero; conservar evidencia de descarte.,"Registro generico, conferencia, biomedico no radiofarmaceutico o fisica no aplicable.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
lu177_dotatate,Lu-177 DOTATATE,EuropePMC,PMCPMC12404698,,,PMC12404698,Poster Abstracts,,,https://europepmc.org/article/PMC/PMC12404698,revisar_manual,otro_revisar,revisar_manual,descartar_ruido,ruido_biomedico_o_conferencia,no_publicar,Excluir del tablero; conservar evidencia de descarte.,"Registro generico, conferencia, biomedico no radiofarmaceutico o fisica no aplicable.",,,,"(""Lu-177 DOTATATE"" OR ""Lutetium-177 DOTATATE"" OR ""177Lu-DOTATATE"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,EuropePMC,MED41187288,10.5435/jaaosglobal-d-25-00007,41187288,PMC12551726,Ossification of the Posterior Longitudinal Ligament in a Chilean Population: A CT-Based Prevalence Study in Patients Aged 60 Years and Older.,,2025,https://europepmc.org/article/MED/41187288,mantener_recurrente,paper_clinico_pet_spect,chile_latam_util,publicar_recurrente,paper_clinico_pet_spect,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,,pet; fluorodeoxyglucose,chile; chilean; latin america,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41187288,10.5435/JAAOSGlobal-D-25-00007,41187288,PMC8743291,Ossification of the Posterior Longitudinal Ligament in a Chilean Population: A CT-Based Prevalence Study in Patients Aged 60 Years and Older.,Journal of the American Academy of Orthopaedic Surgeons. Global research & reviews,2025,https://pubmed.ncbi.nlm.nih.gov/41187288/,mantener_recurrente,paper_clinico_pet_spect,chile_latam_util,publicar_recurrente,paper_clinico_pet_spect,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,,pet; fluorodeoxyglucose,chile; chilean; latin america,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
ciclotron_f18,Ciclotrón / producción F-18,PubMed,41464518,10.4103/0974-2700.50747,41464518,PMC2700597,Pilot Study on Risk Perception in Practices with Medical Cyclotrons in Radiopharmaceutical Centers in Latin American Countries: Diagnosis and Corrective Measures.,International journal of environmental research and public health,2025,https://pubmed.ncbi.nlm.nih.gov/41464518/,mantener_recurrente,produccion_ciclotron_control_calidad,chile_latam_util,publicar_recurrente,produccion_ciclotron_control_calidad,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,cyclotron; radiopharmaceutical,pet,chile; latin america; latin american; brazil; argentina; mexico; colombia; peru,"(cyclotron OR ciclotron OR ""fluorine-18"" OR ""fluor-18"" OR ""F-18"") AND (CCHEN OR Chile OR ""Latin America"" OR ""isotope production"" OR ""medical cyclotron"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED17562649,10.1093/rpd/ncm278,17562649,,A protocol for the calibration of gamma cameras to estimate internal contamination in emergency situations.,,2007,https://europepmc.org/article/MED/17562649,mantener_recurrente,dosimetria_seguridad_radiologica,chile_latam_util,publicar_recurrente,dosimetria_seguridad_radiologica,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,dosimetry; internal dosimetry,diagnostic,chile; latin america; brazil; argentina; mexico; colombia; peru; uruguay,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,17562649,10.1093/rpd/ncm278,17562649,,A protocol for the calibration of gamma cameras to estimate internal contamination in emergency situations.,Radiation protection dosimetry,2007,https://pubmed.ncbi.nlm.nih.gov/17562649/,mantener_recurrente,dosimetria_seguridad_radiologica,chile_latam_util,publicar_recurrente,dosimetria_seguridad_radiologica,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,dosimetry; internal dosimetry; radiation protection,diagnostic,chile; latin america; brazil; argentina; mexico; colombia; peru; uruguay,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED17569691,10.1093/rpd/ncm284,17569691,,Harmonization of internal dosimetry procedures in Latin America--ARCAL/IAEA project.,,2007,https://europepmc.org/article/MED/17569691,mantener_recurrente,dosimetria_seguridad_radiologica,chile_latam_util,publicar_recurrente,dosimetria_seguridad_radiologica,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,dosimetry; internal dosimetry; dose assessment,,latin america,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,17569691,10.1093/rpd/ncm284,17569691,,Harmonization of internal dosimetry procedures in Latin America--ARCAL/IAEA project.,Radiation protection dosimetry,2007,https://pubmed.ncbi.nlm.nih.gov/17569691/,mantener_recurrente,dosimetria_seguridad_radiologica,chile_latam_util,publicar_recurrente,dosimetria_seguridad_radiologica,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,dosimetry; internal dosimetry; radiation protection; dose assessment,,latin america,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED35536307,10.1007/s00048-022-00331-0,35536307,PMC9160129,Radiation Risk in Cold War Mexico: Local and Global Networks.,,2022,https://europepmc.org/article/MED/35536307,mantener_recurrente,dosimetria_seguridad_radiologica,chile_latam_util,publicar_recurrente,dosimetria_seguridad_radiologica,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,dosimetry; radiation protection,,mexico,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,EuropePMC,MED26503854,10.1093/rpd/ncv440,26503854,,SECOND LATIN AMERICAN INTERCOMPARISON ON INTERNAL DOSE ASSESSMENT.,,2016,https://europepmc.org/article/MED/26503854,mantener_recurrente,dosimetria_seguridad_radiologica,chile_latam_util,publicar_recurrente,dosimetria_seguridad_radiologica,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,dosimetry; internal dosimetry; radiation protection; dose assessment,,latin america; latin american; argentina,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
dosimetria_medicina_nuclear,Dosimetría en medicina nuclear,PubMed,26503854,10.1093/rpd/ncv440,26503854,,SECOND LATIN AMERICAN INTERCOMPARISON ON INTERNAL DOSE ASSESSMENT.,Radiation protection dosimetry,2016,https://pubmed.ncbi.nlm.nih.gov/26503854/,mantener_recurrente,dosimetria_seguridad_radiologica,chile_latam_util,publicar_recurrente,dosimetria_seguridad_radiologica,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,dosimetry; internal dosimetry; radiation protection; dose assessment,,latin america; latin american; argentina,"(""nuclear medicine dosimetry"" OR ""dosimetria medicina nuclear"" OR ""internal dosimetry"") AND (CCHEN OR Chile OR ""Latin America"")",2026-05-19,2026-05-19,2026-05-19
f18_fdg,F-18 FDG / Fludeoxyglucose,EuropePMC,MED42119458,10.1016/j.clinsp.2026.100992,42119458,,A stepwise diagnostic framework for recurrent unexplained fever in adults: an evidence-based review with focus on Latin America.,,2026,https://europepmc.org/article/MED/42119458,mantener_recurrente,paper_clinico_pet_spect,chile_latam_util,publicar_recurrente,paper_clinico_pet_spect,tablero_principal,Publicar en flujo recurrente del observatorio.,Curaduria base detecto vinculo regional/CCHEN o tema prioritario suficiente.,,pet/ct; pet; fdg; imaging; diagnostic,latin america; latin american; brazil,"(""Fluorodeoxyglucose F18"" OR ""Fludeoxyglucose F 18"" OR ""F-18 FDG"" OR ""18F-FDG"" OR FDG) AND (CCHEN OR Chile OR ""Latin America"" OR ""medical cyclotron"" OR ""hospital cyclotron"" OR ""isotope production"")",2026-05-19,2026-05-19,2026-05-19
