master_id,canonical_key,duplicate_count,duplicate_rank,preferred_record,source_key,source_name,record_id,doi,title,published,year,url,resource_type,output_kind,creators,affiliations,relation_scope,theme,review_decision,publish_scope,observatory_use,priority_rank,is_tablero_principal,is_vigilancia,is_auditoria,is_descartado,file_count,total_file_size_mb,license,access_right,source_recommendation,rationale,evidence,fetched_at,curated_at,reviewed_at,built_at
core:41063430,doi:10.1063/1.1351829,1,1,True,core,CORE,41063430,10.1063/1.1351829,Transient electrical discharges in small devices,2001-05-01T01:00:00,2001,https://core.ac.uk/download/480282240.pdf,Repository record,publicacion_fulltext_pdf,,,revisar,produccion_cchen_baja_prioridad,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,100999,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:3012722,doi:10.1142/s0218625x19501841,1,1,True,hal,HAL,3012722,10.1142/S0218625X19501841,COMPARISON OF PERFORMANCES OF ORGANIC PHOTOVOLTAIC CELLS USING SubPc AS CENTRAL AMBIPOLAR LAYER IN TERNARY STRUCTURES AND AS ELECTRON ACCEPTOR IN BINARY STRUCTURES,2020-07,2020,https://hal.science/hal-03012722v1,Repository record,publicacion_repositorio,,,revisar,fisica_plasma_espacial,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,101980,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:2866665,doi:10.1007/s10853-020-04568-9,1,1,True,hal,HAL,2866665,10.1007/s10853-020-04568-9,On the use of multiple stacked active layers in organic photovoltaic cells,2020-08,2020,https://hal.science/hal-02866665v1,Repository record,publicacion_repositorio,,,revisar,materiales_energia_tierras_raras,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,101980,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:4581375,doi:10.1063/1.5037531,1,1,True,hal,HAL,4581375,10.1063/1.5037531,Highlighting the possibility of parallel mechanism in planar ternary photovoltaic cells,2018-11,2018,https://hal.science/hal-01972285v1,Repository record,publicacion_repositorio,,,revisar,materiales_energia_tierras_raras,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,101982,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:411420,url:https://hal.science/hal-00411420v1,1,1,True,hal,HAL,411420,,Electrical and magnetic properties of quaternary Rare-Earth thiophosphate : K4Sm2[PS4]2[P2S6],2009-08-01,2009,https://hal.science/hal-00411420v1,Repository record,publicacion_repositorio,,,revisar,materiales_energia_tierras_raras,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,101991,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:2392,url:https://hal.science/hal-00001929v1,1,1,True,hal,HAL,2392,,An ultra miniature pinch-focus discharge,2004-11-20,2004,https://hal.science/hal-00001929v1,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,101996,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
hal:2455,url:https://hal.science/hal-00001992v1,1,1,True,hal,HAL,2455,,Axial and radial measurements of the neutron emission from miniature plasma focus devices,2004-11-18,2004,https://hal.science/hal-00001992v1,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,101996,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
hal:2454,url:https://hal.science/hal-00001991v1,1,1,True,hal,HAL,2454,,Hard X-ray sources from miniature plasma focus devices,2004-11-17,2004,https://hal.science/hal-00001991v1,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,101996,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
hal:2393,url:https://hal.science/hal-00001930v1,1,1,True,hal,HAL,2393,,Research on pinches driven by SPPED 2 generator : hard X-ray and neutron emission in plasma focus configuration,2004-11-18,2004,https://hal.science/hal-00001930v1,Repository record,publicacion_repositorio,,,mantener,nuclear_plasma_reactores,publicar_recurrente,tablero_principal,observatorio_nuclear_general,101996,True,False,False,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:10.4067/S0717-93082002000200006,title:uso_de_la_tomografia_de_emision_de_positrones_en_el_cancer_colorrectal,2,2,False,doaj,DOAJ,10.4067/S0717-93082002000200006,10.4067/S0717-93082002000200006,USO DE LA TOMOGRAFIA DE EMISION DE POSITRONES EN EL CANCER COLORRECTAL,,,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082002000200006&lng=en&tlng=en,Repository record,publicacion_repositorio,,,mantener,radiofarmacia_medicina_nuclear,publicar_recurrente,tablero_principal,modulo_radiofarmacia_y_observatorio_general,102000,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=radiofarmacia_medicina_nuclear; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
doaj:10.1016/j.rchira.2016.06.003,doi:10.1016/j.rchira.2016.06.003,1,1,True,doaj,DOAJ,10.1016/j.rchira.2016.06.003,10.1016/j.rchira.2016.06.003,¿Son reproducibles las mediciones dosimétricas a bajas dosis en cardiología intervencionista?,,,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082016000200007&lng=en&tlng=en,Repository record,publicacion_repositorio,,,mantener,radioproteccion_dosimetria_radiacion,publicar_recurrente,tablero_principal,observatorio_nuclear_general,102000,True,False,False,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=nuclear_cchen_no_radiofarmacia; initial_decision=mantener,,,2026-05-19,2026-05-19T21:02:43
core:172571012,doi:10.1590/s0103-97332002000100025,1,1,True,core,CORE,172571012,10.1590/s0103-97332002000100025,"Dense plasmas research in the Chilean Nuclear Energy Commission: past, present and future",,,http://www.scielo.br/pdf/bjp/v32n1/v32n1a25.pdf,Repository record,publicacion_fulltext_pdf,,,revisar,produccion_cchen_baja_prioridad,publicar_recurrente,tablero_principal,produccion_cientifica_cchen,103000,True,False,False,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","Registro con alias CCHEN visible y tema util para produccion cientifica, capacidades o historia institucional.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
zenodo:17700048,doi:10.5281/zenodo.17700048,1,1,True,zenodo,Zenodo,17700048,10.5281/zenodo.17700048,"Dataset Supporting the Paper ""Alpha Core–Beam Origin in Low-β Solar Wind Plasma: Insights from Fully Kinetic Simulation""",2025-11-24,2025,https://zenodo.org/records/17700048,Dataset,dataset,"Pezzini, Luca",KU Leuven,dataset_de_publicacion_cchen_relacionada,dataset_repositorio,mantener_indirecto,auditoria_no_tablero_principal,vinculo_contextual,198975,False,False,True,False,15,1347.674,cc-by-4.0,open,Mantener como vinculo indirecto; no contarlo como output institucional Zenodo hasta confirmar afiliacion.,"Dataset asociado a paper con senal CCHEN, pero el registro Zenodo declara creador/afiliacion externa.",match_scope=metadata_text; aliases=Comision Chilena de Energia Nuclear,2026-05-19,2026-05-19,2026-05-19,2026-05-19T21:02:43
doaj:10.3390/agronomy15030691,doi:10.3390/agronomy15030691,1,1,True,doaj,DOAJ,10.3390/agronomy15030691,10.3390/agronomy15030691,Calcium Allocation to the Tree Canopy and the Edible Part of Sweet Cherry Fruit Is Hindered by Boron Soil Deficiency,2025,2025,https://www.mdpi.com/2073-4395/15/3/691,Repository record,publicacion_repositorio,,,revisar,produccion_cchen_baja_prioridad,mantener_baja_prioridad,auditoria_no_tablero_principal,auditoria_no_tablero_principal,299975,False,False,True,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,Tema agricola/boro sin senal nuclear visible en titulo; conservar solo como produccion CCHEN de baja prioridad.,initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:10.3390/molecules30193984,doi:10.3390/molecules30193984,1,1,True,doaj,DOAJ,10.3390/molecules30193984,10.3390/molecules30193984,Natural Biological Properties Inherited from Native Endemic Flora in Honeys from Lake Ranco Area of Southern Chile: A Botanical and Physicochemical Approach,2025,2025,https://www.mdpi.com/1420-3049/30/19/3984,Repository record,publicacion_repositorio,,,revisar,produccion_cchen_baja_prioridad,mantener_baja_prioridad,auditoria_no_tablero_principal,auditoria_no_tablero_principal,299975,False,False,True,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,Tema alimentos/botanica sin senal nuclear visible en titulo; conservar solo como produccion CCHEN de baja prioridad.,initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
doaj:10.3390/e20090696,doi:10.3390/e20090696,1,1,True,doaj,DOAJ,10.3390/e20090696,10.3390/e20090696,Probabilistic Inference for Dynamical Systems,2018,2018,http://www.mdpi.com/1099-4300/20/9/696,Repository record,publicacion_repositorio,,,revisar,produccion_cchen_baja_prioridad,mantener_baja_prioridad,auditoria_no_tablero_principal,auditoria_no_tablero_principal,299982,False,False,True,False,,,,,Mantener DOAJ como fuente recurrente secundaria semestral para cobertura open access y verificacion cruzada.,"Metodologia probabilistica general; puede ser produccion CCHEN, pero no eje tematico del observatorio.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
core:281692138,doi:10.1016/b978-0-12-813467-2.00023-7,1,1,True,core,CORE,281692138,10.1016/b978-0-12-813467-2.00023-7,Clinical engineering in Chile,2004-01-01T00:00:00,2004,https://api.core.ac.uk/v3/outputs/471884658,Repository record,publicacion_repositorio,,,revisar,produccion_cchen_baja_prioridad,mantener_baja_prioridad,auditoria_no_tablero_principal,auditoria_no_tablero_principal,300996,False,False,True,False,,,,,"Mantener CORE como fuente recurrente secundaria semestral, con deduplicacion contra OpenAlex/CrossRef.","CCHEN aparece, pero el tema es ingenieria clinica general; conservar como evidencia de produccion, no como prioridad tematica.",initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:1902552,url:https://theses.hal.science/tel-01902552v1,1,1,True,hal,HAL,1902552,,Biofeedback pour l'optimisation de la locomotion : conception et validation d'un système embarqué d'évaluation de la locomotion à partir des pressions plantaires,2017-06-19,2017,https://theses.hal.science/tel-01902552v1,Repository record,publicacion_repositorio,,,revisar,produccion_cchen_baja_prioridad,mantener_baja_prioridad,auditoria_no_tablero_principal,auditoria_no_tablero_principal,301983,False,False,True,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,Biofeedback/locomocion sin senal nuclear visible; conservar solo si se confirma afiliacion CCHEN.,initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:1331032,url:https://theses.hal.science/tel-01331032v1,1,1,True,hal,HAL,1331032,,Déplacements collectifs auto-organisés : décision individuelle et transfert d'information,2015-11-13,2015,https://theses.hal.science/tel-01331032v1,Repository record,publicacion_repositorio,,,revisar,produccion_cchen_baja_prioridad,mantener_baja_prioridad,auditoria_no_tablero_principal,auditoria_no_tablero_principal,301985,False,False,True,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,Comportamiento colectivo sin senal nuclear visible; conservar solo si se confirma afiliacion CCHEN.,initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
hal:1254155,doi:10.1371/journal.pone.0140188,1,1,True,hal,HAL,1254155,10.1371/journal.pone.0140188,Imitation Combined with a Characteristic Stimulus Duration Results in Robust Collective Decision-Making,2015-10,2015,https://hal.science/hal-01254155v1,Repository record,publicacion_repositorio,,,revisar,produccion_cchen_baja_prioridad,mantener_baja_prioridad,auditoria_no_tablero_principal,auditoria_no_tablero_principal,301985,False,False,True,False,,,,,Mantener HAL como fuente suplementaria semestral; revisar baja prioridad antes de publicar.,Decision colectiva sin senal nuclear visible; conservar solo si se confirma afiliacion CCHEN.,initial_theme=cchen_sin_tema_prioritario; initial_decision=revisar,,,2026-05-19,2026-05-19T21:02:43
zenodo:17324469,doi:10.5281/zenodo.17324469,1,1,True,zenodo,Zenodo,17324469,10.5281/zenodo.17324469,"Lobatoradarea inermis Ariyama, Kohtsuka & Kodama 2025, sp. nov.",2025-09-30,2025,https://zenodo.org/records/17324469,Taxonomic treatment,tratamiento_taxonomico,"Ariyama, Hiroyuki; Kohtsuka, Hisanori; Hoshino, Osamu; Kodama, Masafumi; Moritaki, Takeya; Chen, Chong","Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan; Misaki Marine Biological Station, Graduate School of Science, The University of Tokyo, 1024 Koajiro, Misaki, Miura, Kanagawa 238 - 0025, Japan kohtsuka @ g. ecc. u-tokyo. ac. jp; https: // orcid. org / 0000 - 0003 - 4440 - 2776; Diving Services Chap, 118 - 2 Okada-Shinkai, Ōshima Town, Tokyo 100 - 0102, Japan hossy @ chap. jp; https: // orcid. org / 0000 - 0002 - 0508 - 5651; Faculty of Fisheries, Kagoshima University, 4 - 50 - 20 Shimoarata, Kagoshima 890 - 0056, Japan mkodama @ fish. kagoshima-u. ac. jp; https: // orcid. org / 0000 - 0002 - 0889 - 5625; Toba Aquarium, 3 - 3 - 6 Toba, Toba, Mie 517 - 8517, Japan moritaki @ aquarium. co. jp; https: // orcid. org / 0009 - 0002 - 6110 - 9328; Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan & X- STAR, Japan Agency for Marine-Earth Science and Technology (JAMSTEC), Yokosuka, Kanagawa 237 - 0061, Japan cchen @ jamstec. go. jp; https: // orcid. org / 0000 - 0002 - 5035 - 4021 Corresponding author: ariyamahiroyuki @ gmail. com; https: // orcid. org / 0000 - 0001 - 7312 - 5187 & Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan",alias_cchen_en_email_no_institucional,falso_positivo_alias,descartar_ruido,no_publicar,excluir,898975,False,False,False,True,1,0.010,cc-zero,open,Excluir del observatorio; conservar solo como evidencia de filtro.,"El token CCHEN aparece como parte de un correo o identificador externo, no como afiliacion institucional CCHEN.",match_scope=creator_affiliation; aliases=CCHEN,2026-05-19,2026-05-19,2026-05-19,2026-05-19T21:02:43
zenodo:17324465,doi:10.5281/zenodo.17324465,1,1,True,zenodo,Zenodo,17324465,10.5281/zenodo.17324465,"Lobatoradarea kagoshimensis Ariyama & Kohtsuka & Hoshino & Kodama & Moritaki & Chen 2025, sp. nov.",2025-09-30,2025,https://zenodo.org/records/17324465,Taxonomic treatment,tratamiento_taxonomico,"Ariyama, Hiroyuki; Kohtsuka, Hisanori; Hoshino, Osamu; Kodama, Masafumi; Moritaki, Takeya; Chen, Chong","Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan; Misaki Marine Biological Station, Graduate School of Science, The University of Tokyo, 1024 Koajiro, Misaki, Miura, Kanagawa 238 - 0025, Japan kohtsuka @ g. ecc. u-tokyo. ac. jp; https: // orcid. org / 0000 - 0003 - 4440 - 2776; Diving Services Chap, 118 - 2 Okada-Shinkai, Ōshima Town, Tokyo 100 - 0102, Japan hossy @ chap. jp; https: // orcid. org / 0000 - 0002 - 0508 - 5651; Faculty of Fisheries, Kagoshima University, 4 - 50 - 20 Shimoarata, Kagoshima 890 - 0056, Japan mkodama @ fish. kagoshima-u. ac. jp; https: // orcid. org / 0000 - 0002 - 0889 - 5625; Toba Aquarium, 3 - 3 - 6 Toba, Toba, Mie 517 - 8517, Japan moritaki @ aquarium. co. jp; https: // orcid. org / 0009 - 0002 - 6110 - 9328; Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan & X- STAR, Japan Agency for Marine-Earth Science and Technology (JAMSTEC), Yokosuka, Kanagawa 237 - 0061, Japan cchen @ jamstec. go. jp; https: // orcid. org / 0000 - 0002 - 5035 - 4021 Corresponding author: ariyamahiroyuki @ gmail. com; https: // orcid. org / 0000 - 0001 - 7312 - 5187 & Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan",alias_cchen_en_email_no_institucional,falso_positivo_alias,descartar_ruido,no_publicar,excluir,898975,False,False,False,True,1,0.010,cc-zero,open,Excluir del observatorio; conservar solo como evidencia de filtro.,"El token CCHEN aparece como parte de un correo o identificador externo, no como afiliacion institucional CCHEN.",match_scope=creator_affiliation; aliases=CCHEN,2026-05-19,2026-05-19,2026-05-19,2026-05-19T21:02:43
zenodo:17324481,doi:10.5281/zenodo.17324481,1,1,True,zenodo,Zenodo,17324481,10.5281/zenodo.17324481,"Lobatoradarea lignorum Ariyama & Kohtsuka & Hoshino & Kodama & Moritaki & Chen 2025, sp. nov.",2025-09-30,2025,https://zenodo.org/records/17324481,Taxonomic treatment,tratamiento_taxonomico,"Ariyama, Hiroyuki; Kohtsuka, Hisanori; Hoshino, Osamu; Kodama, Masafumi; Moritaki, Takeya; Chen, Chong","Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan; Misaki Marine Biological Station, Graduate School of Science, The University of Tokyo, 1024 Koajiro, Misaki, Miura, Kanagawa 238 - 0025, Japan kohtsuka @ g. ecc. u-tokyo. ac. jp; https: // orcid. org / 0000 - 0003 - 4440 - 2776; Diving Services Chap, 118 - 2 Okada-Shinkai, Ōshima Town, Tokyo 100 - 0102, Japan hossy @ chap. jp; https: // orcid. org / 0000 - 0002 - 0508 - 5651; Faculty of Fisheries, Kagoshima University, 4 - 50 - 20 Shimoarata, Kagoshima 890 - 0056, Japan mkodama @ fish. kagoshima-u. ac. jp; https: // orcid. org / 0000 - 0002 - 0889 - 5625; Toba Aquarium, 3 - 3 - 6 Toba, Toba, Mie 517 - 8517, Japan moritaki @ aquarium. co. jp; https: // orcid. org / 0009 - 0002 - 6110 - 9328; Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan & X- STAR, Japan Agency for Marine-Earth Science and Technology (JAMSTEC), Yokosuka, Kanagawa 237 - 0061, Japan cchen @ jamstec. go. jp; https: // orcid. org / 0000 - 0002 - 5035 - 4021 Corresponding author: ariyamahiroyuki @ gmail. com; https: // orcid. org / 0000 - 0001 - 7312 - 5187 & Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan",alias_cchen_en_email_no_institucional,falso_positivo_alias,descartar_ruido,no_publicar,excluir,898975,False,False,False,True,1,0.011,cc-zero,open,Excluir del observatorio; conservar solo como evidencia de filtro.,"El token CCHEN aparece como parte de un correo o identificador externo, no como afiliacion institucional CCHEN.",match_scope=creator_affiliation; aliases=CCHEN,2026-05-19,2026-05-19,2026-05-19,2026-05-19T21:02:43
zenodo:17324461,doi:10.5281/zenodo.17324461,1,1,True,zenodo,Zenodo,17324461,10.5281/zenodo.17324461,"Lobatoradarea littoralis Ariyama & Kohtsuka & Hoshino & Kodama & Moritaki & Chen 2025, sp. nov.",2025-09-30,2025,https://zenodo.org/records/17324461,Taxonomic treatment,tratamiento_taxonomico,"Ariyama, Hiroyuki; Kohtsuka, Hisanori; Hoshino, Osamu; Kodama, Masafumi; Moritaki, Takeya; Chen, Chong","Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan; Misaki Marine Biological Station, Graduate School of Science, The University of Tokyo, 1024 Koajiro, Misaki, Miura, Kanagawa 238 - 0025, Japan kohtsuka @ g. ecc. u-tokyo. ac. jp; https: // orcid. org / 0000 - 0003 - 4440 - 2776; Diving Services Chap, 118 - 2 Okada-Shinkai, Ōshima Town, Tokyo 100 - 0102, Japan hossy @ chap. jp; https: // orcid. org / 0000 - 0002 - 0508 - 5651; Faculty of Fisheries, Kagoshima University, 4 - 50 - 20 Shimoarata, Kagoshima 890 - 0056, Japan mkodama @ fish. kagoshima-u. ac. jp; https: // orcid. org / 0000 - 0002 - 0889 - 5625; Toba Aquarium, 3 - 3 - 6 Toba, Toba, Mie 517 - 8517, Japan moritaki @ aquarium. co. jp; https: // orcid. org / 0009 - 0002 - 6110 - 9328; Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan & X- STAR, Japan Agency for Marine-Earth Science and Technology (JAMSTEC), Yokosuka, Kanagawa 237 - 0061, Japan cchen @ jamstec. go. jp; https: // orcid. org / 0000 - 0002 - 5035 - 4021 Corresponding author: ariyamahiroyuki @ gmail. com; https: // orcid. org / 0000 - 0001 - 7312 - 5187 & Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan",alias_cchen_en_email_no_institucional,falso_positivo_alias,descartar_ruido,no_publicar,excluir,898975,False,False,False,True,1,0.011,cc-zero,open,Excluir del observatorio; conservar solo como evidencia de filtro.,"El token CCHEN aparece como parte de un correo o identificador externo, no como afiliacion institucional CCHEN.",match_scope=creator_affiliation; aliases=CCHEN,2026-05-19,2026-05-19,2026-05-19,2026-05-19T21:02:43
zenodo:17324473,doi:10.5281/zenodo.17324473,1,1,True,zenodo,Zenodo,17324473,10.5281/zenodo.17324473,"Lobatoradarea obliquua Ariyama & Kohtsuka & Hoshino & Kodama & Moritaki & Chen 2025, sp. nov.",2025-09-30,2025,https://zenodo.org/records/17324473,Taxonomic treatment,tratamiento_taxonomico,"Ariyama, Hiroyuki; Kohtsuka, Hisanori; Hoshino, Osamu; Kodama, Masafumi; Moritaki, Takeya; Chen, Chong","Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan; Misaki Marine Biological Station, Graduate School of Science, The University of Tokyo, 1024 Koajiro, Misaki, Miura, Kanagawa 238 - 0025, Japan kohtsuka @ g. ecc. u-tokyo. ac. jp; https: // orcid. org / 0000 - 0003 - 4440 - 2776; Diving Services Chap, 118 - 2 Okada-Shinkai, Ōshima Town, Tokyo 100 - 0102, Japan hossy @ chap. jp; https: // orcid. org / 0000 - 0002 - 0508 - 5651; Faculty of Fisheries, Kagoshima University, 4 - 50 - 20 Shimoarata, Kagoshima 890 - 0056, Japan mkodama @ fish. kagoshima-u. ac. jp; https: // orcid. org / 0000 - 0002 - 0889 - 5625; Toba Aquarium, 3 - 3 - 6 Toba, Toba, Mie 517 - 8517, Japan moritaki @ aquarium. co. jp; https: // orcid. org / 0009 - 0002 - 6110 - 9328; Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan & X- STAR, Japan Agency for Marine-Earth Science and Technology (JAMSTEC), Yokosuka, Kanagawa 237 - 0061, Japan cchen @ jamstec. go. jp; https: // orcid. org / 0000 - 0002 - 5035 - 4021 Corresponding author: ariyamahiroyuki @ gmail. com; https: // orcid. org / 0000 - 0001 - 7312 - 5187 & Osaka Museum of Natural History, Nagai Park, Higashi-Sumiyoshi, Osaka 546 - 0034, Japan",alias_cchen_en_email_no_institucional,falso_positivo_alias,descartar_ruido,no_publicar,excluir,898975,False,False,False,True,1,0.009,cc-zero,open,Excluir del observatorio; conservar solo como evidencia de filtro.,"El token CCHEN aparece como parte de un correo o identificador externo, no como afiliacion institucional CCHEN.",match_scope=creator_affiliation; aliases=CCHEN,2026-05-19,2026-05-19,2026-05-19,2026-05-19T21:02:43
